order, degree_x, degree_y, coefficient, term
    "[[X, [X, [[X, [[X, Y], Y]], [X, Y]]]], [X, [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    1387 / 5448643200,
    "[X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    10,
    5,
    -8927 / 7264857600,
    "[[X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    9,
    6,
    -1193 / 1320883200,
    "[X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -69551 / 21794572800,
    "[X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -83 / 419126400,
    "[X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -53 / 10762752,
    "[X, [[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    2657 / 1816214400,
    "[X, [X, [[[X, [[X, Y], Y]], [X, Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    14059 / 2724321600,
    "[X, [X, [[[X, [[X, Y], Y]], [X, Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]]",
)
(
    15,
    7,
    8,
    23 / 12474000,
    "[X, [X, [[[X, [[X, Y], Y]], [X, Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    1 / 454053600,
    "[[X, [X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    9,
    6,
    -20281 / 2905943040,
    "[X, [[X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -841 / 1452971520,
    "[X, [X, [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -21089 / 1816214400,
    "[X, [[X, [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -2759 / 968647680,
    "[X, [X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]]",
)
(
    15,
    8,
    7,
    -3001 / 165110400,
    "[X, [X, [[[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -337 / 129729600,
    "[X, [X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]]",
)
(
    15,
    9,
    6,
    -881 / 1452971520,
    "[[X, [X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -19351 / 9686476800,
    "[X, [[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -8017 / 302702400,
    "[X, [X, [[[[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -229 / 148262400,
    "[X, [X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    -36317 / 43589145600,
    "[X, [[X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    257 / 94348800,
    "[X, [X, [[X, [[X, Y], Y]], [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    17 / 6177600,
    "[X, [X, [[[X, [[X, Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    65539 / 62270208000,
    "[X, [X, [[X, [[X, Y], Y]], [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -5609 / 43589145600,
    "[[X, [X, [[X, [[X, Y], Y]], [[X, Y], Y]]]], [X, [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -13 / 167650560,
    "[X, [[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [X, [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -25243 / 9686476800,
    "[X, [[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -5657 / 7264857600,
    "[X, [[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -401 / 151351200,
    "[X, [[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    131 / 276756480,
    "[X, [X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -817 / 605404800,
    "[[X, [X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -16411 / 4151347200,
    "[X, [[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -124067 / 7264857600,
    "[X, [X, [[[[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -239 / 94348800,
    "[X, [X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -19963 / 5811886080,
    "[X, [[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -1 / 450450,
    "[X, [X, [[[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -43 / 5930496,
    "[X, [X, [[X, [[[X, Y], Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -7493 / 4151347200,
    "[X, [X, [X, [[[X, Y], Y], [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    -233 / 5811886080,
    "[[X, [X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -397 / 605404800,
    "[X, [[X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -61 / 1037836800,
    "[X, [X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -48743 / 14529715200,
    "[X, [[X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -3079 / 1037836800,
    "[X, [X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -239 / 20756736,
    "[X, [X, [[[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -235 / 498161664,
    "[X, [X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    2089 / 19372953600,
    "[[X, [X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    29 / 1383782400,
    "[X, [[X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    1171 / 1037836800,
    "[X, [X, [[[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    601 / 239500800,
    "[X, [X, [X, [[[[X, Y], Y], [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    61 / 59304960,
    "[X, [[X, [X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]], [X, [X, Y]]]]",
)
(
    15,
    6,
    9,
    9341 / 6918912000,
    "[X, [X, [[X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    118631 / 62270208000,
    "[X, [X, [[X, [[[X, Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    419 / 2113413120,
    "[X, [X, [X, [[[X, Y], Y], [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    3889 / 174356582400,
    "[[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [X, [X, [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    10,
    5,
    -229 / 3113510400,
    "[[[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [X, [X, Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    9,
    6,
    941 / 43589145600,
    "[[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [[X, [X, Y]], [X, [[X, Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -731 / 13076743680,
    "[[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [[[X, [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    199 / 6227020800,
    "[[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [X, [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -233 / 4358914560,
    "[[X, [X, [X, [[[X, Y], Y], Y]]]], [[X, [X, [[X, Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -1159 / 29059430400,
    "[[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    2267 / 21794572800,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[X, [[[X, Y], Y], Y]], [X, Y]]]]]",
)
(
    15,
    7,
    8,
    19 / 494208000,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -557 / 43589145600,
    "[[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [X, Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    9,
    6,
    -9301 / 10897286400,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]]",
)
(
    15,
    8,
    7,
    -19 / 1245404160,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -2819 / 1037836800,
    "[X, [[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -2399 / 6227020800,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    -52771 / 43589145600,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    109 / 2075673600,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -8513 / 43589145600,
    "[[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -323 / 830269440,
    "[X, [[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -103547 / 43589145600,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -1 / 3773952,
    "[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -2371 / 4843238400,
    "[X, [[[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    2293 / 3113510400,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    457 / 389188800,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]]",
)
(
    15,
    6,
    9,
    1201 / 5660928000,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -211 / 718502400,
    "[[X, [X, [[X, [[[X, Y], Y], Y]], [X, Y]]]], [X, [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -487 / 4358914560,
    "[[X, [X, [[X, [[[X, Y], Y], Y]], [X, Y]]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    -10013 / 1816214400,
    "[X, [[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -2489 / 1556755200,
    "[X, [[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -27793 / 5448643200,
    "[X, [[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    961 / 2075673600,
    "[X, [X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -31021 / 21794572800,
    "[[X, [X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -4303 / 1117670400,
    "[X, [[X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -12097 / 1452971520,
    "[X, [X, [[[[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -347 / 129729600,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    -35359 / 6227020800,
    "[X, [[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -139 / 49420800,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -139 / 24710400,
    "[X, [X, [[[X, [[[X, Y], Y], Y]], [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    6199 / 10378368000,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -29 / 2905943040,
    "[[X, [X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -677 / 167650560,
    "[X, [[X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -17 / 15724800,
    "[X, [[X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -431009 / 21794572800,
    "[X, [[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -5113 / 345945600,
    "[X, [X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -25019 / 1037836800,
    "[X, [X, [[[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -5743 / 12454041600,
    "[X, [X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -13421 / 43589145600,
    "[[X, [X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -179 / 207567360,
    "[X, [[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -17 / 1596672,
    "[X, [X, [[[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -12553 / 9340531200,
    "[X, [X, [[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -397 / 1245404160,
    "[X, [[X, [X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]], [X, [X, Y]]]]",
)
(
    15,
    6,
    9,
    -16157 / 12454041600,
    "[X, [X, [[X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    2293 / 2075673600,
    "[X, [X, [[X, [[[[X, Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    437 / 1320883200,
    "[X, [X, [X, [[[[X, Y], Y], Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -1 / 15479100,
    "[[X, [X, [X, [[[[X, Y], Y], Y], Y]]]], [[X, [X, [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -2017 / 58118860800,
    "[[X, [X, [X, [[[[X, Y], Y], Y], Y]]]], [X, [X, [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -29 / 5811886080,
    "[[X, [X, [X, [[[[X, Y], Y], Y], Y]]]], [X, [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    193 / 24908083200,
    "[[X, [X, [X, [[[[X, Y], Y], Y], Y]]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    -557 / 1362160800,
    "[[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [X, Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -61393 / 174356582400,
    "[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -7043 / 9686476800,
    "[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -809 / 6227020800,
    "[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -34051 / 29059430400,
    "[X, [[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -5 / 12773376,
    "[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -2033 / 3113510400,
    "[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    199 / 2767564800,
    "[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    19 / 593049600,
    "[[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -3209 / 838252800,
    "[X, [[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -941 / 1037836800,
    "[X, [[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -808637 / 87178291200,
    "[X, [[X, [[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -661 / 172972800,
    "[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]",
)
(
    15,
    7,
    8,
    -4607 / 345945600,
    "[X, [X, [[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -1669 / 4981616640,
    "[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -17789 / 29059430400,
    "[[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -1139 / 691891200,
    "[X, [[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -21163 / 1037836800,
    "[X, [X, [[[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -10007 / 4151347200,
    "[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -10211 / 3113510400,
    "[X, [[X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    6,
    9,
    -9047 / 1245404160,
    "[X, [X, [[[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -2593 / 996323328,
    "[X, [X, [[[X, [[[[X, Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    1847 / 8302694400,
    "[X, [X, [X, [[[[[X, Y], Y], Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -8483 / 145297152000,
    "[[X, [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]], [X, [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -71 / 3113510400,
    "[[X, [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -16957 / 16144128000,
    "[X, [[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -2993 / 10378368000,
    "[X, [[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -4079 / 5189184000,
    "[X, [[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -23 / 415134720,
    "[X, [[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -12851 / 24216192000,
    "[[X, [X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]]], [X, [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -67 / 52416000,
    "[X, [[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -2551 / 471744000,
    "[X, [X, [[[[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -4259 / 3459456000,
    "[X, [X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -1223 / 399168000,
    "[X, [[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    6,
    9,
    -9457 / 2965248000,
    "[X, [X, [[[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -26711 / 5189184000,
    "[X, [X, [[[X, [[[[[X, Y], Y], Y], Y], Y]], [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    -4139 / 20756736000,
    "[X, [X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    229 / 31135104000,
    "[[X, [X, [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -2059 / 4447872000,
    "[X, [[X, [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -59 / 622702080,
    "[X, [[X, [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -34499 / 15567552000,
    "[X, [[X, [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    6,
    9,
    -95441 / 62270208000,
    "[X, [X, [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    6,
    9,
    -10273 / 2395008000,
    "[X, [X, [[[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    -4987 / 12454041600,
    "[X, [X, [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -1 / 21772800,
